PLATE,SOURCE,TIME
RJ14CV0002,webcam,2026-05-31 23:16:36
RJ14CV0002,webcam,2026-05-31 23:16:37
RJ14CV0002,webcam,2026-05-31 23:16:40
AB06F5977,webcam,2026-05-31 23:18:20
AB06F5977,webcam,2026-05-31 23:18:22
AB06F5977,webcam,2026-05-31 23:18:26
AB06F5977,webcam,2026-05-31 23:18:26
AB06F5977,webcam,2026-05-31 23:18:28
IB06F5977,webcam,2026-05-31 23:18:29
IB06F5977,webcam,2026-05-31 23:18:32
22BH6517A,webcam,2026-05-31 23:32:14
22BH6517A,webcam,2026-05-31 23:32:16
22BH6517A,webcam,2026-05-31 23:32:16
22BH6517A,webcam,2026-05-31 23:32:17
22BH6517,webcam,2026-05-31 23:32:18
22BH6517A,webcam,2026-05-31 23:32:18
22BH6517,webcam,2026-05-31 23:32:19
22BH6517,webcam,2026-05-31 23:32:20
22BH6517,webcam,2026-05-31 23:32:20
22BH6517,webcam,2026-05-31 23:32:21
22BH6517A,webcam,2026-05-31 23:49:56
22BH6517A,webcam,2026-05-31 23:49:56
22BH6517A,webcam,2026-05-31 23:49:57
22BH6517A,webcam,2026-05-31 23:49:58
22BH6517A,webcam,2026-05-31 23:49:58
22BH6517A,webcam,2026-05-31 23:50:00
22BH6517A,webcam,2026-05-31 23:50:01
22BH6517A,webcam,2026-05-31 23:50:02
22BH6517A,webcam,2026-05-31 23:50:03
22BH6517,webcam,2026-05-31 23:50:04
22BH6517,webcam,2026-05-31 23:50:04
22BH6517,webcam,2026-05-31 23:50:05
22BH6517,webcam,2026-06-01 00:06:50
22BH6517,webcam,2026-06-01 00:06:50
22BH6517,webcam,2026-06-01 00:06:50
22BH6517,webcam,2026-06-01 00:06:51
22BH6517,webcam,2026-06-01 00:06:54
22BH6517,webcam,2026-06-01 00:06:54
22BH6517,webcam,2026-06-01 00:06:55
22BH6517A,webcam,2026-06-01 00:06:55
22BH6517A,webcam,2026-06-01 00:06:55
22BH6517A,webcam,2026-06-01 00:06:56
22BH6517A,webcam,2026-06-01 00:06:56
22BH6517A,webcam,2026-06-01 00:06:57
ZZ8H6517A,webcam,2026-06-01 00:16:49
22BH6517A,webcam,2026-06-01 00:16:50
22BH6517A,webcam,2026-06-01 00:37:00
RJ14CV0002,webcam,2026-06-01 11:53:47
